class_code,college_name,department_name,course_name,professor,class_time,class_type,class_room,class_time_number
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
FBT3068-41,생명공학대학,식품생명공학과,"바이오제품개발학
Bio-product development",김관배,"금09:00-10:15【61208】,금10:30-11:45【61208】",일반수업,61208,"5_09001015, 5_10301145"
FBT3069-41,생명공학대학,식품생명공학과,"식품감성학
Food sensibility",이재환,"목09:00-10:15【61208】,목10:30-11:45【61208】",일반수업,61208,"4_09001015, 4_10301145"
FBT3072-41,생명공학대학,식품생명공학과,"미생물생명공학
Microbial biotechnology",윤정훈,"월16:30-17:45【61208】,수15:00-16:15【61208】",일반수업,61208,"1_16301745, 3_15001615"
FBT4026-41,생명공학대학,식품생명공학과,"식품임상영양역학
Clinical and Nutritional Epidemiology",허진희,"수12:00-13:15【61306】,수13:30-14:45【61306】",국제어수업,61306,"3_12001315, 3_13301445"
FBT3019-41,생명공학대학,식품생명공학과,"식품화학
Food Chemistry",이재환,"월09:00-10:15【61208】,수10:30-11:45【61208】",일반수업,61208,"1_09001015, 3_10301145"
FBT3020-41,생명공학대학,식품생명공학과,"식품화학실험
Laboratory for Food Chemistry",이재환,"수18:00-18:50【61255】,수19:00-19:50【61255】,수20:00-20:50【61255】,수21:00-21:45【61255】",일반수업,61255,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
FBT3023-41,생명공학대학,식품생명공학과,"인체영양학
Human Nutrition",허진희,"월10:30-11:45【61208】,수09:00-10:15【62157B】",국제어수업,61208,"1_10301145, 3_09001015"
FBT3049-41,생명공학대학,식품생명공학과,"식품포장학
Food Packaging",유영선,"월18:00-19:15【61208】,월19:30-20:45【61208】",일반수업,61208,"1_18001915, 1_19302045"
BBC3003-41,생명공학대학,유전공학과,"차세대바이오헬스캡스톤디자인
Bio-health Capstone Design",송민경,"수18:00-19:15【62355】,수19:30-20:45【62355】",일반수업,62355,"3_18001915, 3_19302045"
IBT2003-41,생명공학대학,유전공학과,"유전학
Genetics",전영준,"금12:00-13:15【62355】,금13:30-14:45【62355】",일반수업,62355,"5_12001315, 5_13301445"
IBT2004-41,생명공학대학,유전공학과,"분자생물학
Molecular Biology",오정수,"수09:00-10:15【62355】,수10:30-11:45【62355】",일반수업,62355,"3_09001015, 3_10301145"
IBT2008-41,생명공학대학,유전공학과,"생명유기화학
Biological Organic Chemistry",정우재,"월12:00-13:15【62355】,수13:30-14:45【62355】",일반수업,62355,"1_12001315, 3_13301445"
IBT2023-41,생명공학대학,유전공학과,"질병면역학
Immunology in Disease",조재열,"금15:00-16:15【62355】,금16:30-17:45【62355】",일반수업,62355,"5_15001615, 5_16301745"
IBT3022-41,생명공학대학,유전공학과,"신경생리학
Neurophysiology",윤기정,"화09:00-10:15【62355】,화10:30-11:45【62355】",일반수업,62355,"2_09001015, 2_10301145"
IBT4006-41,생명공학대학,유전공학과,"고급발생공학
Advanced in Embryology",윤기정,"목09:00-10:15【62306】,목10:30-11:45【62306】",일반수업,62306,"4_09001015, 4_10301145"
BBC3003-41,생명공학대학,융합생명공학과,"차세대바이오헬스캡스톤디자인
Bio-health Capstone Design",송민경,"수18:00-19:15【62355】,수19:30-20:45【62355】",일반수업,62355,"3_18001915, 3_19302045"
GBE3065-41,생명공학대학,융합생명공학과,"바이오프로그래밍과머신러닝
Introduction to matlab programing and machine learning",이준열,"월13:30-14:45【86103】,수12:00-13:15【86103】",국제어수업,86103,"1_13301445, 3_12001315"
GBE3071-41,생명공학대학,융합생명공학과,"바이오데이터마이닝
biodatamining",홍석준,"금12:00-13:15【86120】,금13:30-14:45【86120】",일반수업,86120,"5_12001315, 5_13301445"
IBB3017-41,생명공학대학,융합생명공학과,"계산생물학의최신동향
Trends in Computational Biology",김희권,"화16:30-17:45【62306】,목15:00-16:15【62306】",일반수업,62306,"2_16301745, 4_15001615"
IBB3018-41,생명공학대학,융합생명공학과,"머신러닝통계학
Statistics for machine learning",발라찬드란마나발란,"월09:00-10:15【61306】,월10:30-11:45【61306】",국제어수업,61306,"1_09001015, 1_10301145"
IBT2003-41,생명공학대학,융합생명공학과,"유전학
Genetics",전영준,"금12:00-13:15【62355】,금13:30-14:45【62355】",일반수업,62355,"5_12001315, 5_13301445"
IBT2004-41,생명공학대학,융합생명공학과,"분자생물학
Molecular Biology",오정수,"수09:00-10:15【62355】,수10:30-11:45【62355】",일반수업,62355,"3_09001015, 3_10301145"
IBT2008-41,생명공학대학,융합생명공학과,"생명유기화학
Biological Organic Chemistry",정우재,"월12:00-13:15【62355】,수13:30-14:45【62355】",일반수업,62355,"1_12001315, 3_13301445"
IBT3056-41,생명공학대학,융합생명공학과,"바이오공정공학
Bioprocess Engineering",권대혁,"월15:00-16:15【62355】,수16:30-17:45【62355】",일반수업,62355,"1_15001615, 3_16301745"
IBT3060-41,생명공학대학,융합생명공학과,"합성생물학개론
Introduction to Synthetic Biology",김희권,"화15:00-16:15【62355】,목16:30-17:45【62355】",일반수업,62355,"2_15001615, 4_16301745"
IBB3018-41,생명공학대학,융합생명공학과,"머신러닝통계학
Statistics for machine learning",발라찬드란마나발란,"월09:00-10:15【61306】,월10:30-11:45【61306】",국제어수업,61306,"1_09001015, 1_10301145"
IBT2003-41,생명공학대학,융합생명공학과,"유전학
Genetics",전영준,"금12:00-13:15【62355】,금13:30-14:45【62355】",일반수업,62355,"5_12001315, 5_13301445"
IBT2004-41,생명공학대학,융합생명공학과,"분자생물학
Molecular Biology",오정수,"수09:00-10:15【62355】,수10:30-11:45【62355】",일반수업,62355,"3_09001015, 3_10301145"
IBT2008-41,생명공학대학,융합생명공학과,"생명유기화학
Biological Organic Chemistry",정우재,"월12:00-13:15【62355】,수13:30-14:45【62355】",일반수업,62355,"1_12001315, 3_13301445"
IBT2023-41,생명공학대학,융합생명공학과,"질병면역학
Immunology in Disease",조재열,"금15:00-16:15【62355】,금16:30-17:45【62355】",일반수업,62355,"5_15001615, 5_16301745"
IBT3022-41,생명공학대학,융합생명공학과,"신경생리학
Neurophysiology",윤기정,"화09:00-10:15【62355】,화10:30-11:45【62355】",일반수업,62355,"2_09001015, 2_10301145"
IBT3056-41,생명공학대학,융합생명공학과,"바이오공정공학
Bioprocess Engineering",권대혁,"월15:00-16:15【62355】,수16:30-17:45【62355】",일반수업,62355,"1_15001615, 3_16301745"
IBT3060-41,생명공학대학,융합생명공학과,"합성생물학개론
Introduction to Synthetic Biology",김희권,"화15:00-16:15【62355】,목16:30-17:45【62355】",일반수업,62355,"2_15001615, 4_16301745"
IBT3063-41,생명공학대학,융합생명공학과,"융합생명공학실험5
Intergrative Biotechnology Laboratory5",박우람,"월18:00-18:50【62B08】,월19:00-19:50【62B08】,월20:00-20:50【62B08】,월21:00-21:45【62B08】",일반수업,62,"1_18001850, 1_19001950, 1_20002050, 1_21002145"
IBT3066-41,생명공학대학,융합생명공학과,"약물전달학
Drug Delivery System",박우람,"화16:30-17:45【62355】,목15:00-16:15【62355】",일반수업,62355,"2_16301745, 4_15001615"
IBT3067-41,생명공학대학,융합생명공학과,"바이오에너지공학개론
Bioenergy Engineering",백가현,"목09:00-10:15【62355】,목10:30-11:45【62355】",일반수업,62355,"4_09001015, 4_10301145"
IBT4006-41,생명공학대학,융합생명공학과,"고급발생공학
Advanced in Embryology",윤기정,"목09:00-10:15【62306】,목10:30-11:45【62306】",일반수업,62306,"4_09001015, 4_10301145"
IBT2023-41,생명공학대학,융합생명공학과,"질병면역학
Immunology in Disease",조재열,"금15:00-16:15【62355】,금16:30-17:45【62355】",일반수업,62355,"5_15001615, 5_16301745"
IBT3022-41,생명공학대학,융합생명공학과,"신경생리학
Neurophysiology",윤기정,"화09:00-10:15【62355】,화10:30-11:45【62355】",일반수업,62355,"2_09001015, 2_10301145"
PHR3141-41,생명공학대학,융합생명공학과,"펩타이드소재개발
Peptide materials",정상전,"월11:00-11:50【530154】,월12:00-12:50【530154】,월13:00-13:50【530154】",일반수업,530154,"1_11001150, 1_12001250, 1_13001350"
IBT3066-41,생명공학대학,융합생명공학과,"약물전달학
Drug Delivery System",박우람,"화16:30-17:45【62355】,목15:00-16:15【62355】",일반수업,62355,"2_16301745, 4_15001615"
IBT3067-41,생명공학대학,융합생명공학과,"바이오에너지공학개론
Bioenergy Engineering",백가현,"목09:00-10:15【62355】,목10:30-11:45【62355】",일반수업,62355,"4_09001015, 4_10301145"
IBT4006-41,생명공학대학,융합생명공학과,"고급발생공학
Advanced in Embryology",윤기정,"목09:00-10:15【62306】,목10:30-11:45【62306】",일반수업,62306,"4_09001015, 4_10301145"
IBT4019-41,생명공학대학,융합생명공학과,"유전자재조합개론
The basics of recombinant DNA",오정수,"금09:00-10:15【62306】,금10:30-11:45【62306】",일반수업,62306,"5_09001015, 5_10301145"
IBT4020-41,생명공학대학,융합생명공학과,"면역질환치료법
Immunological disease therapy",조재열,"목12:00-13:15【62306】,목13:30-14:45【62306】",국제어수업,62306,"4_12001315, 4_13301445"
IBT4023-41,생명공학대학,융합생명공학과,"나노바이오공학
Nanobioengineering",박우람,"화13:30-14:45【62355】,목12:00-13:15【62355】",일반수업,62355,"2_13301445, 4_12001315"
PHR3140-41,생명공학대학,융합생명공학과,"유전자및세포치료제
Gene and Cell Therapy",이재철,"수09:00-10:15【530154】,수10:30-11:45【530154】",일반수업,530154,"3_09001015, 3_10301145"
PHR3141-41,생명공학대학,융합생명공학과,"펩타이드소재개발
Peptide materials",정상전,"월11:00-11:50【530154】,월12:00-12:50【530154】,월13:00-13:50【530154】",일반수업,530154,"1_11001150, 1_12001250, 1_13001350"
IBT3066-41,생명공학대학,융합생명공학과,"약물전달학
Drug Delivery System",박우람,"화16:30-17:45【62355】,목15:00-16:15【62355】",일반수업,62355,"2_16301745, 4_15001615"
IBT3067-41,생명공학대학,융합생명공학과,"바이오에너지공학개론
Bioenergy Engineering",백가현,"목09:00-10:15【62355】,목10:30-11:45【62355】",일반수업,62355,"4_09001015, 4_10301145"
IBT4006-41,생명공학대학,융합생명공학과,"고급발생공학
Advanced in Embryology",윤기정,"목09:00-10:15【62306】,목10:30-11:45【62306】",일반수업,62306,"4_09001015, 4_10301145"
IBT4019-41,생명공학대학,융합생명공학과,"유전자재조합개론
The basics of recombinant DNA",오정수,"금09:00-10:15【62306】,금10:30-11:45【62306】",일반수업,62306,"5_09001015, 5_10301145"
IBT4020-41,생명공학대학,융합생명공학과,"면역질환치료법
Immunological disease therapy",조재열,"목12:00-13:15【62306】,목13:30-14:45【62306】",국제어수업,62306,"4_12001315, 4_13301445"
IBT4023-41,생명공학대학,융합생명공학과,"나노바이오공학
Nanobioengineering",박우람,"화13:30-14:45【62355】,목12:00-13:15【62355】",일반수업,62355,"2_13301445, 4_12001315"
PHR3140-41,생명공학대학,융합생명공학과,"유전자및세포치료제
Gene and Cell Therapy",이재철,"수09:00-10:15【530154】,수10:30-11:45【530154】",일반수업,530154,"3_09001015, 3_10301145"
PHR3141-41,생명공학대학,융합생명공학과,"펩타이드소재개발
Peptide materials",정상전,"월11:00-11:50【530154】,월12:00-12:50【530154】,월13:00-13:50【530154】",일반수업,530154,"1_11001150, 1_12001250, 1_13001350"
IBT3066-41,생명공학대학,융합생명공학과,"약물전달학
Drug Delivery System",박우람,"화16:30-17:45【62355】,목15:00-16:15【62355】",일반수업,62355,"2_16301745, 4_15001615"
IBT3067-41,생명공학대학,융합생명공학과,"바이오에너지공학개론
Bioenergy Engineering",백가현,"목09:00-10:15【62355】,목10:30-11:45【62355】",일반수업,62355,"4_09001015, 4_10301145"
IBT4006-41,생명공학대학,융합생명공학과,"고급발생공학
Advanced in Embryology",윤기정,"목09:00-10:15【62306】,목10:30-11:45【62306】",일반수업,62306,"4_09001015, 4_10301145"
IBT4019-41,생명공학대학,융합생명공학과,"유전자재조합개론
The basics of recombinant DNA",오정수,"금09:00-10:15【62306】,금10:30-11:45【62306】",일반수업,62306,"5_09001015, 5_10301145"
IBT4020-41,생명공학대학,융합생명공학과,"면역질환치료법
Immunological disease therapy",조재열,"목12:00-13:15【62306】,목13:30-14:45【62306】",국제어수업,62306,"4_12001315, 4_13301445"
IBT4023-41,생명공학대학,융합생명공학과,"나노바이오공학
Nanobioengineering",박우람,"화13:30-14:45【62355】,목12:00-13:15【62355】",일반수업,62355,"2_13301445, 4_12001315"
PHR3140-41,생명공학대학,융합생명공학과,"유전자및세포치료제
Gene and Cell Therapy",이재철,"수09:00-10:15【530154】,수10:30-11:45【530154】",일반수업,530154,"3_09001015, 3_10301145"
